keywords,outcome
"guide,writer,ringing phone,phone ringing,telephone conversation,handcar,science versus spirituality,black dog,sand,railway,dune,long take,dog,christ allegory,telekinesis,water,minimal cast,reference to god,russian science fiction,stalker,barbed wire,alien,scientist,professor,hope,voice over,hand car,russia,ambient music,wish maker,experimental,ruins,nuclear,waste,quest,ecology,post apocalypse,long running time,mother daughter relationship,father daughter relationship,family relationships,one word title,tunnel,talking to the camera,social,social problem,social criticism,social commentary,railroad hand car,patrol,log,husband wife relationship,fog,family problem,family crisis,falling into water,dispute,dead end,dangerous mission,checkpoint,bar,abandoned factory,abandoned car,devastated landscape,surrealism,paraplegic,marriage,woods,wish,weapon,waterfall,ufo,ufo crash,ufo crash site,tree,telekinetic,stream,river,psychic,mutant,milk,forest,despair,bomb,absent father,paranormal phenomena,spirituality,nature,religion,science,based on book,based on novel,title spoken by character",True
"generation x,boy wearing glasses,depression,houston texas,love,valedictorian,directorial debut,two word title,college girl,1990s,depressed woman,fictional reality show,college graduation,teen movie,twenty something,television,8 track,friendship,menage a trois,video footage,media hype,cult film",True
"pottery,death,blood,film blanc,invisibility,unrequited love,psychic power,new york city,manhattan new york city,subway,one word title,battered woman,mugging,murder,good versus evil,good man,gunshot,kiss,chick flick,bank,ghost,psychic,gun,manhattan,artist,banker,police,escape,betrayal,tearful goodbye,teardrop,tear on cheek,tears,tear,hit by a car,threat,bank account,donation,frantic,levitation,slow dance,dance,foot chase,fear,scratched by a cat,cat,man and woman in a bed,man and woman in bed,man shouting,funeral,man carrying a woman,man carrying woman in arms,grief,gunshot wound,gunfire,mugged,proposal,male ghost,male carries female in his arms,couple talking in bed,damsel in distress,new york,imminent danger,man lifting a woman,betrayed by best friend,penny,corrupt businessman,corruption,bare chested male,renovation,kicking a can,shoebox,famous song,famous score,premeditated murder,passing through a wall,impalement,supernatural power,paranoia,boyfriend girlfriend relationship,fake psychic,woman in jeopardy,stalking,stalker,spouse,revenge,jealousy,infidelity,control,captive,nun,obsessive love,star crossed lovers,sensuality,potter,passion,investigation,heaven,embezzlement,deception,able to see the dead,able to hear the dead,computer cracker,blockbuster,seance,possession,afterlife,hell,woman undressing,magical negro stereotype,reference to jimmy hoffa",True
"fbi,spy,informant,compulsive liar,investigation,wearing a sound wire,fbi agent,voice over narration,voice over inner thoughts,secret informant,police informant,liar,double life,corporate scandal,exclamation point in title,deception,company,lysine,price fixing,meeting,mole,corn,insanity,hawaiian shirt,man with glasses,ravenna ohio,money laundering,kickback,closing blinds,hawaii,golf cart,year 1994,golf,tokyo japan,american flag,springfield illinois,porsche,dextrose,travel,psychiatrist,pay phone,husband wife relationship,spying,what happened to epilogue,scam,lie,phone tap,trial,subtly humorous,whistleblower,undercover,tie,suicide thoughts,scandal,repeated line,police surveillance,monologue,mentally impaired,lie detection,internal monologue,fraud,forgery,forged signature,following a dream,dual lives,daydreaming,criminally insane,character repeating someone else's dialogue,black comedy,ambitious man,ambition,2000s,1990s,mental illness,bipolar disorder,punctuation in title,based on true story,based on novel,plot twist",True
"voyeurism,voyeur,coitus,copulation,sex in bed,female removes her dress,female removes her clothes,girl in panties,upskirt,white panties,red dress,blonde,public nudity,female rear nudity,nudity,nude girl,no panties,nude,bare breasts,scantily clad female,topless female nudity,cleavage,fired from the job,mother daughter relationship,bra,infidelity,breasts,female sitting on a toilet,panties,female frontal nudity,sexuality,fully clothed sex,black panties,black bra,stripper,cheating wife,sex,place name in title,female nudity,adultery,miniature,watching tv,play,warehouse,actress,director,theatre director,actor,painter,reality,therapist,death,theatre,new york city,mise en abyme,recursion,alternate reality,german culture,woman on top,crying during sex,vacuum cleaner,smoke inhalation,play within a play,art gallery,swimming pool,berlin germany,reference to sigmund freud,play director,reference to william shakespeare,laptop computer,fantasy sequence,feces,theatre audience,real estate agent,surgical stitches,remote control,newspaper article,reference to harold pinter,grief,listening to the radio,anger,music band,nightclub,singing,airliner,bar,singer,seizure,author,tears,applause,stage play,plumber,therapy,toilet,rehearsal,stage,doctor,shaving,little girl,rat,scrapbook,time,vagina,obsession,buttocks,map,note,cemetery,set,medicine,exhibit,coffin,audition,schizophrenic,city in title,forgiveness,child abuse,pink,writing,picnic,mother,transsexual,dental care,allegory,future,black comedy,absurdism,strange person,violence,abstract art,psychosis,dark fantasy,symbolism,metaphor,avant garde,breaking the fourth wall,bathroom,defecation,nihilism,dark comedy,attempted suicide,manhattan new york city,invitation,ex boyfriend ex girlfriend relationship,zeppelin,existentialism,directorial debut,death of daughter,f word,memory,dream,state in title,see through gown,fever dream,fade to white,stalking,sadness,puberty,pedophilia,pain,murder,mental torture,massacre,male nudity,insanity,grit,gas mask,funeral,disease,diary,male female relationship,destruction,depression,dentist,crying,creativity,confusion,chaos,cancer,bomb,bodily fluids,blood,betrayal,apocalypse,alienation,urination,tattoo,restaurant,mysterious man,marital separation,loneliness,listening device,husband wife relationship,house fire,hospital,fire,father daughter relationship,electronic translator,cheating husband,artist,dominatrix,suicide,meta film,death of father,cult film,three word title,subtitles,man with glasses,post apocalypse,homosexuality,punctuation in title,old age,surrealism,nonlinear timeline,independent film",True
"minimal cast,dialogue between two characters,suicide attempt,dialogue driven,atheist,atheism,religion,faith,single set production,belief,apartment,directed by star,bible,single room apartment,huis clos,duo,two hander,dialogue,based on play",True
"cocaine,violence,murder,drugs,1980s,blood splatter,police shootout,handcuffs,bare chested male,pot,drug snorting,witness protection program,what happened to epilogue,stealing a car,stabbed in the chest,split screen,snitch,shot to death,shot in the head,shot in the face,shot in the chest,shot from a car,shootout,severed head,scene during end credits,rise and fall,raid,prosperity,probation,prison,pot smoking,police corruption,pistol,phone sex,paranoia,nightclub,new york,murder of family,mugshot,morgue,montage,model,miami beach,mass murder,marijuana,machine gun,kiss on the cheek,joint,informer,immigrant,husband wife relationship,hotel,horse,hitman,hiding from the police,grudge,greed,fugitive,flare gun,femme fatale,falling in love,explosion,exploding building,enforcer,drug addict,drive by shooting,disposing of a dead body,dismemberment,death,death of family,corruption,corpse,cocaine snorting,child shot in the head,child murder,buried money,body bag,boat,blood,bloody body of a child,bikini,bag of money,attempted murder,arrest,armored car,airport,airplane pilot,colombia,organized crime,money laundering,mob violence,miami florida,gangster,drug war,drug smuggling,drug ring,drug lord,drug dealing,drug cartel,assassin,1970s,death of child,title spoken by character",False
"cabaret,ballet,dancer,dance,cook,ballet school,dancing,welding,steel worker,boss,montage with pop song,male female relationship,strip club,friendship between women,overalls,famous song,1980s,electronic music score,one word title,female protagonist,throwing a stone through a window,stand up comedian,overeating,laundry basket,laundromat,intergenerational friendship,ice skater,ex husband ex wife relationship,dog,diner,broken nose,breaking a window,boyfriend girlfriend relationship,bicycle,ballet shoes,audition,talking while driving,panties hit the floor,pittsburgh pennsylvania,flashdance,price of fame,stripping,stripper,female nudity,underdog,ice skating,cinderella story,blue collar",False
"year 1984,pacifier,year 1991,man with glasses,ex convict,hip hop music,rap music,weightlifting,attempted robbery,written by director,urban decay,montage,electronic music score,chevrolet impala convertible,little boy,teenage girl,videotape,sawed off shotgun,afro,loss of son,attempted murder,handcuffs,loss of boyfriend,death of loved one,gangsta,gangsta grip,school teacher,vietnam war veteran,national film registry,generation x,younger version of character,blaxploitation,friend,violence,football,neighborhood,drugs,south central los angeles,escape,school,teenager,ghetto,lowrider,teen movie,pager,thanksgiving,wheelchair,meat cleaver,helicopter,roman catholic,map,virgin,church,palm tree,interrogation,police car,money,home invasion,advertisement,knife,beer,cigarette smoking,storytelling,flash forward,child swearing,arrest,loss of loved one,tragedy,singing in a car,racist,convenience store,racism,drug dealer,conspiracy theorist,junkie,restaurant,climbing out a window,danger,mortgage broker,billboard,corpse,long take,stalking,held at gunpoint,death threat,police,skateboard,police officer,tattoo,locker room,milk,chase,anger,fast food restaurant,film starts with text,train track,child in peril,prologue,teacher,rivalry,slow motion scene,rescue attempt,kicked in the stomach,punched in the face,beating,father daughter relationship,mother daughter relationship,baby,shot multiple times,telephone,ex husband ex wife relationship,brawl,shot in the head,fight,shot in the chest,fistfight,double barreled shotgun,rifle,shotgun,ak 47,uzi,pistol,magnum handgun,revolver,barbecue,dancing,no opening credits,male rear nudity,female rear nudity,bare butt,social decay,death of boyfriend,bare chested male,premarital sex,black comedy,covered in blood,ethnic slur,blood on shirt,n word,f word,blood splatter,punched in the chest,directorial debut,ressentiment,title at the end,urban setting,teen angst,family relationships,boyfriend girlfriend relationship,party,loss of virginity,gentrification,dominoes,what happened to epilogue,tension,teenage boy,sex,running,nipples,murder of brother,homicide,hatred,female nudity,death of brother,cap,black slang,african american music,black family,black director,bitterness,attraction,single mother,tough guy,survivor,street gang,poverty,melancholy,dysfunctional family,confrontation,coming of age,gay slur,intentionally misspelled title,title based on song,tragic event,mother son relationship,loss of friend,loss of brother,gang violence,favoritism,drug dealing,drug addict,brother brother relationship,cult film,shooting,volkswagen beetle,shot to death,shot in the leg,shot in the back,machine gun,los angeles california,underage drinking,fat child,black cop,college bound,american football,paraplegic,african american,fishing,gangster,revenge,racial slur,gang,police brutality,high school,father son relationship,real estate,murder,drive by shooting,low rider,sexual promiscuity,machismo,vengeance,single parent,juvenile delinquent,live in girlfriend,death of father,death of son,death of friend,independent film,breasts,hate,desire,death,cruelty,car,car driving,friendship,sadness,gun,blood",False
"gambling,casino,prison,flashback,disease,cash,doctor,boss,loan shark,breasts,shaky cam,dutch angle,snapping fingers,the color red,twin,wreath,whispering,tanning room,safe,running for your life,roulette,purple,pump action shotgun,philosophy,nunchuck,mystery man,mp 5 machine gun,keys,insecurity,humiliation,hot tub,hole in the head,hide,hearing characters thoughts,hair net,grovel,fingers shot off,cleaver,checkmate,blackout,voice over narration,fearlessness,enigma,burning,bare chested male,cult film,twelve dollar bill,trash talk,rain,pinstripe suit,pack of money,nurse,narrated by character,looking at oneself in a mirror,foretelling,film starts with a quote,driver,doorman,crucifix pendant,count down,claustrophobia,candelabra,billiards,wrong diagnosis,tattoo,tanning chamber,sunglasses,stolen safe,slot machine,shotgun,safe box,reload,quantum mechanics,pizza,pistol whip,philosophy of winning,lost in thought,knocked unconscious,indecision,immolation,handgun,hand sledge,gas mask,funeral wreath,freight elevator,fez,escape from prison,egyptian art,driving cap,dog,cutting torch,controlled by ego,confusion,collections,cold blooded killer,cocking a gun,bongos,bar,astrophysics,accidentally shooting oneself,no ending credits,shower,kitchen,hospital,elevator,animated sequence,waterboarding,warning,waitress,telephone call,solitary confinement,shot in the hand,sadism,restaurant,male rear nudity,pistol,old woman,note,metaphysics,intimidation,great hall,father daughter relationship,fatal disease,dying woman,drowning,inner conflict,daughter,crotch shot,chinese,chess,burned to death,blood,blood disease,banquet,long con,con artist,big con,revolver,prison sentence,release from prison,female doctor,fainting,self delusion,psychobabble,ego,conspiracy theory,con game,shot to death,shootout,revelation,person on fire,nail through one's hand,male nudity,greed,female nudity,death,child in peril,blood splatter,accidental death,golf,violence,triad,trapped in an elevator,torture,talking to the camera,spitting blood,slow motion scene,silencer,shot through a wall,shot through the floor,shot through a door,shot in the throat,shot in the shoulder,shot in the neck,shot in the head,shot in the foot,shot in the back,schizophrenia,rooftop,prison life,power drill,paranoia,nunchaku,newspaper headline,nail,murder,mob boss,little girl,limousine,jacuzzi,hotel room,hitman,hit by a car,hiding in a closet,heavy rain,hammer,gun in mouth,foot pursuit,falling down stairs,ex convict,dying man,cockney accent,cigar smoking,billiard parlor,bag of money,audio flashback,apology,anti hero,surprise ending",False
"tank,battlefield,battle,behind enemy lines,american soldier,brutality,combat,suicide,world war two,soldier,nazi germany,nazi,ambush,violence,death,child murder,child soldier,person on fire,murder,war violence,year 1945,mission,film starts with text,original story,army,historically inaccurate,vomiting,war crime,automatic weapon,nco,firearm,gunfight,massacre,blood splatter,u.s. military,armor,heroic military,nazi soldier,bazooka,cannon,hatred,arm sling,military life,tough guy,male camaraderie,u.s. army,military,bomb,sociopath,prisoner of war,bloody body of child,machismo,ss,war hero,heroism,last stand,cigarette smoking,exploding tank,exploding head,exploding body,execution,hanged woman,pistol,burned alive,written by director,bilingualism,subtitled scene,face slap,blood,corpse,stabbed to death,stabbed in the face,machine gun,horse riding,explosion,death of child,death of friend,mexican american,army sergeant,uniform,military uniform,redneck,binoculars,fire,coming of age,army base,f word,american abroad,army private,army captain,piano playing,no opening credits,reference to adolf hitler,rookie,fight,platoon,woman,mass murder,u.s. soldier,main character shot,main character dies,death of protagonist,death of hero,fistfight,hand to hand combat,fighting,standoff,anti aircraft gun,exploding truck,praying,flare gun,50. caliber machine gun,air strike,landmine,hand grenade,smoke grenade,held at gunpoint,shootout,tommy gun,revolver,exploding house,exploding car,decapitation,crushed to death,mine,scars on back,death of loved one,severed leg,grenade,drunkenness,exploding building,stabbed in the throat,shot to death,shot in the forehead,shot in the head,shot in the arm,shot in the chest,shot in the back,shot in the leg,self sacrifice,rpg,sniper,rifle,knife,surrender,sergeant,street shootout,reading the bible,last man standing,whistle,bolt action rifle,christian,gun battle,firefight,photograph,survival,singing,beating,gasoline,horse,ethnic slur,forest,map,wine,dog tag,shaving,southern accent,premarital sex,swastika,gore,captain,one day,bible quote,bare chested male,lieutenant,head blown off,character repeating someone else's dialogue,hanged man,urination,severed face,shot in the shoulder,title appears in writing,stabbed in the eye,one word title,palm reading,title spoken by character",True
"baby,funeral,drugs,friend,boy,assault,single father,drug dealer,prison,younger version of character,public phone,city,talking about sex,brothel madam,europe,winter,prostitute,underage drinking,underage smoking,man refusing sex,urinating on self,urinating on ground,anger,shame,incest,beard,noisy neighbour,semen in mouth,beer drinking,semen in someone's mouth,male orgasm,fully clothed sex,fellatio,semen,sex scene,belief in the afterlife,snowing,bicycle,brothel,telephone number,rose,violence,drunkenness,face slap,bare breasts,snow,alcohol,theft,pay phone,telephone call,bloody hand,punched in the face,mother son relationship,slide,playground,baby formula,backpack,amputation,holding hands,classroom,school,phone book,baby name,drawing,child's drawing,neglected child,child neglect,shoplifting,weightlifting,bus,drug addiction,coffin,crying,hugging,single parent,sleeping on a couch,estranged brother,estrangement,self destructiveness,dysfunctional family,oral sex,halfway house,trauma,child smoking cigarette,suicide of brother,suicide,baptism,baby boy,dead baby,death of brother,little boy,murder,virgin,male virgin,redhead,haunted by the past,heroin,nameless character,big city,sexual inexperience,stalker,fireworks,infirmary,defense attorney,church,christening,reference to zorro,chance meeting,injured hand,suicide in prison,multiple perspectives,nonlinear timeline,ex boyfriend ex girlfriend relationship,neighbor,childhood trauma,guilt,false confession,social worker,kindergarten teacher,kindergarten,insomnia,blow job,inheritance,tivoli copenhagen,crying baby,fat man,strangulation,sex,homeless shelter,release from prison,alcoholism,drug addict,cigarette smoking,child drinking alcohol,death of baby,gym,tattoo,alcoholic mother,social realism,alcoholic,drug abuse,copenhagen denmark,denmark,brother brother relationship,one word title,death of mother,based on novel",True
"niagara falls,record player,wife plots to kill husband,suspicion,american canadian border,crime of passion,husband wife relationship,cable car,morgue,boat goes over waterfall,investigation,murder plot,uxoricide,mental illness,battle fatigue,deception,motorboat,extramarital affair,femme fatale,woman in a shower,pretending to be asleep,soaking wet,scenic tunnel to table rock house,woman wrapped in a towel,woman in a slip,passionate kiss,swing dancing,building a madel car,woman wearing a fuschia dress,singing along with the radio,female singer,breaking a phonograph record,bottle of coca cola,mercurochrome,niagara falls lighted at night,camera shot of feet,woman wearing a bikini,cheesecake photograph,woman fainting,lured into a trap,murder conspiracy,pair of shoes,cave of the winds,broken railing,song request,bells playing a melody,slip and fall,reference to charles blondin,strangled,gas can,diversion,hitting head in a fall,american flag,out of gas,helicopter rescue,sikorsky h 19 chickasaw,bouquet,flower,reference to the korean war,male female relationship,maid of the mist,raincoat,cut hand,rainbow,bus terminal,whistling,sunbathing,lipstick,motorcycle cop,stealing a boat,identifying a dead body,reference to god,reference to coca cola,woman strangled to death,reference to winston churchill,police inspector,dysfunctional marriage,adulterous wife",True
"period drama,speech therapist,speech impediment,king george vi,king george vi character,winston churchill character,period piece,period film,costume drama,queen elizabeth the queen mother character,royal family,speech,king,ascension to the throne,king of england,elocution,1930s,radio,stammering,speech teacher,reference to demosthenes,vocal exercise,shakespearean quote,westminster abbey,listening to radio,duchess of york,tongue twister,bbc,world war two,duke of windsor,practicing a speech,corgi,therapist client relationship,speech therapy,british royal family,independent film,based on true story,nazism,stuttering,profanity,queen elizabeth ii character,king george v character,british history,interwar period,stutterer,cosmo gordon lang character,princess margaret character,edward viii character,neville chamberlain character,buckingham palace,treatment,throne,england,britain,germany,friend,duke of york,divorce,friendship,queen,prince,church of england,american,horse,united kingdom,monarchy,marriage,abdication,australian,handedness,horseback riding,strong female character,earliest memory,talking to oneself,repeated dialogue,lie,flash camera,photographer,camera,earphones,choking,reference to king richard iii,interview,park,shilling,reference to count von ribbentrop,sandringham estate norfolk england,reference to swanee river the song,reference to camptown races the song,model airplane,leg splints,knock knee,reference to berlin germany,reference to pandora's box,used car salesman,british government,british empire,british soldier,doctor,reference to the star chamber,fraud,voice over speech,british parliament,wine cellar,cold the temperature,secret,pre world war two,ten downing street london,british prime minister,rehearsal,balmoral castle scotland,defecation,ceremony,epilepsy,applause,rocking horse,portrait painting,reference to queen victoria,reference to shakespeare's twelfth night,tiara,cross,airplane,divorcee,air raid shelter,air raid siren,waltz,subjective camera,coronation,teasing,reference to charles dickens,handshake,eyeglasses,marriage proposal,fountain pen,signature,dog,buckingham palace london,inner title cards,great depression,reference to god,money,princess,storytelling,whistling,reading,book,classical music,listening to music,helplessness,promise,joke telling,tea,horse and carriage,prince of wales,reference to shakespeare's hamlet,eating,food,cigarette lighter,fog,limousine,chauffeur,kiss,nanny,dead brother,death of brother,typewriter,prayer,anxiety,fear,reference to scotland yard,kilt,reference to shakespeare's othello,reference to william shakespeare,dementia,pneumonia,dying,looking out a window,song,reference to jack and jill,singer,drink,drinking,scottish,scotland,distrust,trust,telephone call,telephone,nurse,umbrella,apology,reference to jesus christ,tears,crying,hand kissing,year 1936,mumbling,year 1925,reference to new zealand,reference to australia,congratulations,st edwards choir,choir,watching a newsreel,movie projector,chandelier,speech exercise,barking dog,newsreel footage,coward,servant,movie camera,archbishop,fired from the job,reference to shanghai,kiss on the cheek,death of teenage boy,13 year old,pinching someone,stamp collection,wine,treason,major,chivalry,balcony,faith,reference to george frideric handel,reference to geoffrey chaucer,giving a toast,beer,brewer,reference to a geisha,tossing a hat at someone,felling a tree,mantle clock,diaphragm,record player,little girl,imitating a penguin,snow,reference to king george iii,reference to josef stalin,nickname,reference to eileen mcleod,society for speech therapists,wembley stadium london,wembley london,political drama,king edward viii,audition,headphones,recording,elevator,comic relief,reference to duchess of windsor,ends with text,biplane,phonograph,cigarette case,gargling,christmas,christmas tree,compassion,reference to neville chamberlain,empowerment,protocol,decorum,three word title,scenario which perverts facts,montage,radio broadcast,doctor patient relationship,disability,underdog,stutter,no opening credits,what happened to epilogue,crying man,pug dog,male bonding,friendship between men,london england,london fog,mother daughter relationship,father daughter relationship,mother son relationship,prime minister,cigar smoking,microphone,cigarette smoking,family relationships,radio speech,death of king,death,reference to adolf hitler,archbishop of canterbury,brother brother relationship,father son relationship,house of windsor,dancing,singing,eccentric,priggishness,royalty,declaration of war,year 1939,husband wife relationship,self confidence,punctuation in title,apostrophe in title,death of father,title spoken by character,unlikely friendship,rain,building model airplane,year 1934,voice recording,marble,top hat,f word,ex actor,title in title",False
"face transplant,face,death of child,title spoken by character,prison,terrorist,maximum security prison,one man army,arch villain,nemesis,carousel,face ripped off,severed face,murder,child murder,death of son,time bomb,woman punches a man,evil man,villain,bomb,fbi,doctor,fbi agent,revenge,death,coma,criminal,hero,escape from prison,girl in panties,panties,latex gloves,operating room,medical,switching bodies,body switching,body transformation,black and white scene,cult film,waking up from a coma,news report,dual wield,prison escape,prison guard,machismo,race against time,airplane,police shootout,female gunfighter,opening action scene,zip disk,altar boy,computer,cell phone,computer database,chemical weapon,child killed,boy,teenage girl,domestic terrorism,terrorist group,terrorist plot,shootout in a church,1990s,bullet time,bullet ballet,gun,gun duel,gun battle,slow motion scene,brutality,violence,gore,blood splatter,foot chase,boat chase,gunfight,mixed martial arts,disarming someone,stylized violence,hand to hand combat,tough guy,fistfight,brawl,warrior,action hero,infidelity,impersonating a police officer,shot in the stomach,death of brother,falling to death,shot in the neck,jumping through a window,thrown through a window,child in peril,talking to oneself in a mirror,sulfuric acid,electrocution,burned alive,kicked in the crotch,kicked in the chest,punched in the face,deception,magnet,voice impersonator,bandaged face,scar,doppelganger,burned with a cigarette,bare chested male,pierced nose,mother daughter relationship,shot in the chest,shotgun,vendetta,shooting a police officer,held at gunpoint,man punching a woman,character repeating someone else's dialogue,golden gun,counter terrorism,impersonating a priest,machine gun,pistol,scene during opening credits,man with glasses,murder of a police officer,pistol whip,tragic event,disfigured face,falling through a glass roof,role reversal,beach,transformation,tech noir,sociopath,sexual assault,regret,reconstructive surgery,private jet,photograph,new identity,narcissism,mother son relationship,airplane hangar,guilt,flashback,explosion,drugged drink,dove,disguise,cult director,brother sister relationship,airport,wedding ring,undercover agent,sniper rifle,self mutilation,kidnapping,interrogation,identity theft,identity crisis,hospital,drug dealer,criminal gang,villain played by lead actor,identity swap,brother brother relationship,swat team,mass murder,husband wife relationship,neo noir,good versus evil,funeral,black comedy,stabbed in the leg,gash in the face,shot to death,shot in the leg,shot in the head,shot in the forehead,shot in the foot,shot in the ear,shot in the back,shot in the arm,severed ear,falling from height,exploding boat,cigarette smoking,body swap,blood,plastic surgery,airplane crash,blockbuster,cocaine,helicopter,female doctor,shootout,moral ambiguity,spear gun,terrorism,balisong,father son relationship,looking at oneself in a mirror,switchblade,psychopath,showdown,los angeles california,church,gun fu,dysfunctional family,father daughter relationship,mexican standoff,martial arts,tragedy",False
"rape,world war two,sex,loss of virginity,septicemia,miscarriage of justice,child molestation,shooting a horse,forbidden love,bombing,wrongful conviction,false accusation,false accusation of rape,death,death of sister,lovers reunited,dying,dead body,drunkenness,wounded soldier,wrongful arrest,rear entry sex,male nudity,deathbed,innocence lost,betrayal,child in peril,child abuse,writer,premarital sex,atonement,prison,jealousy,remorse,guilt,sex standing up,1940s,arrest,long take,wedding,letter writing,wading in a fountain,1930s,dunkirk france,woman,reference to pubic hair,epic,dover england,barefoot,horseback riding,reconciliation,stroke,hiding out,undressing,hallucination,evacuation,precociousness,bare butt,twin,go between,witness,blood,church,drinking,gun,handcuffs,kiss,bath,drink,cigarette smoking,rifle,crying,dunkirk,confession,search,forgiveness,jeep accident,redemption,wound,war wound,war ruins,voice over narration,teenage crush,subtitled scene,saving a life,running away,retreat,rescue,rescue from drowning,older man younger woman relationship,mother son relationship,mother daughter relationship,mistaken identity,husband wife relationship,fictional biography,male female relationship,father son relationship,england,devastation,caught in the act,british soldier,air raid shelter,london england,star crossed lovers,flashback,nonlinear timeline,story within the story,class system,sister sister relationship,based on novel,surprise ending,estate,fountain,letter,nurse,tears,children,library,police,british army,british,countryside,girl,tracking shot,operation dynamo,reference to william shakespeare,happiness,lovers reunited after death,year 1939,year 1935,lifting female in air,lifting someone into the air,lifting an adult into the air,painting toenails,apology,train,harmonica,dream,bandstand,chocolate factory,chocolate,playwright,watching a movie,garden,dog,manor,swimsuit,underwater,nursing school,author,postcard,british flag,rehearsal,record player,piano,wine,earring,hymn,bbc,train tracks,recording,old woman,photograph,newsreel footage,tuxedo,gardener,broken vase,beach,jeep,fire,eating,banjo,waitress,singer,suitcase,student nurse,listening to music,vase,steelworks,radio news,memory,diving,owl,song,flashlight,rowboat,sleepmask,nun,cigarette lighter,typewriter,interview,airplane,kitchen,boathouse,candle,nursing,restaurant,barn owl,doctor,policeman,bus,writing,hospital,dating,lie,flowers,play,singing,passion,food,bathtub,morality,mirror,cafe,dinner,voice over letter,reunion,repeated scene,reference to shakespeare's hamlet,northern france,mansion,love note,flash forward,father daughter relationship,family relationships,cousin cousin relationship,brother sister relationship,brother brother relationship,employer employee relationship,one word title,teenage girl,nursing student,title spoken by character",False
"parallel worlds,stop motion,scissors,button eyes,body horror,child,tomboy,clone,wisecrack humor,new home,eye,dream,secret door,cat,rescue,talking cat,spiderweb,seashell bikini,spiral staircase,scene after end credits,puppet animation,garment button,lifting someone into the air,thunderstorm,monster,crying,shadow,loneliness,boat,rainbow,blood,orphan,woods,forename as title,one word title,bechdel test passed,husband wife relationship,little girl,moving crew,pet cat,stuffed animal,pet dog,old woman,thunder,letter,bicycling,little boy,dowsing,forest,movers,search,clue,flashlight,fear,riddle,tears,fireplace,stage,anger,spotlight,beetle,big top,child protagonist,female protagonist,search for parent,sleep,void,alternate world,camera,walker,stabbing a doll,cane,hanging from a flagpole,angel,snow,eccentric,pizza,lemonade,stuffed toy dog,moving,swinging on a door,stuffed animal toy,reflection,motorcycle,other father,tea,catalogue,gloves,clothing store,toy chest,texas,michigan,suitcase,rain,hummingbird,flowers,breaking mirror,candy,disappearance of one's father,disappearance,running away,dinner,theatre audience,theatre production,diving into a barrel,song,singing,singer,shakespearean quotation,reference to william shakespeare,lightning,moving van,mermaid,actress,cheese,balancing on a balcony railing,balcony,parachute,knitting needle,mirror,computer,voice over narration,wallpaper,corset,cell phone,dog,oregon,player piano,pianist,eyeglasses,photograph,skipping stone,milkshake,tent,pajamas,presidents' day,lorgnette,hide and seek,cake,candle,bedroom,nightmare,sleeping,prayer,eating,food,buxom,boy,mother daughter relationship,father daughter relationship,sewing,thread,needle,horror for children,dark fantasy,theatre,blue hair,tunnel,trapeze,toy train,tickling,tea leaves,snowglobe,slug,praying mantis,peeling skin,mouse,high dive,garden,fortune telling,fog,dowsing rod,cannon,bicycle,bat,poison oak,mirror as portal,blowing a raspberry,well shaft,rat,old mansion,metamorphosis,mechanical hand,insect,grandmother grandson relationship,eye cut out,cat and mouse,bug,acrobat,impostor,talking animal,secret passage,piano,old dark house,neighbor,kidnapping,key,ghost,ghost child,game playing,fantasy world,doll,cotton candy,circus,surrealism,3 dimensional,cult film,stop motion animation,death of mother,based on novel,title spoken by character,character name in title,laptop computer",False
