review,outcome
"River Phoenix at his best.The best reason to watch this film is of course the performance by River Phoenix, which now that hes dead, we will never know if he could have topped this.  He was one of the youngest actors ever nominated for an Oscar. Another reason to watch the film is Christine Lahti from Chicago Hope who gives her best screen performance here. She won the Los Angeles Film Critics award for Best Actress of 1988 and received a Golden Globe nomination but unfortunately she must have just missed when they announced who the five finalists were for the Oscar. She has two scenes in this film where she just tore my heart out, including one with Steven Hill from Law And Order who plays her father. The movie did get an Oscar nomination for Best Original Screenplay and made many top ten lists, including Roger Eberts. Although it wasnt a box office hit, I believe it will be remembered as one of Director Sidney Lumets best films and certainly the best one to watch if you want to remember why the talented actor River Phoenixs death was so tragic.",True
"A very artsy film This film tells the life of an American homosexual poet named Hart, who died of suicide by jumping off a sailing army ship.The Broken Tower is shot in black and white. It is a tell tale sign that it is a very artsy movie that has no commercial elements at all. I tried very hard to enjoy it, trying to appreciate the slowness of the pace, and trying to enjoy the beauty of the literature reading. However, there is really very little plot in the film, and the story is told in a very scattered manner. For every 30 seconds of plot, there are five minutes of self indulgent filler scenes. I got quite tired of watching James Franco walking around or sitting around. We also see a lot of Harts sexual liaisons, ranging from walking up the stairs with another man, to apparently nonsimulated oral sex.After watching the whole film, I did not gain an insight into Harts life, but rather it felt more like a project for James Franco to expose the exploration his sexuality.",False
"Mighty Aphrodite Hot on the highheels of Showgirls comes Woody Allens latest film, Mighty Aphrodite, named after the Greek goddess of love, another American film trying to interrogate the questionable mentality and dubious spirituality of the skin trade. A lot will probably be made of the fact that, not satisfied with merely pointing out classical references in his text, Allen decided to have a whole Greek Chorus (consisting of F. Murray Abraham, Olympia Dukakis, David Ogden Stiers and Jack Warden) filmed in an ancient outdoor amphitheater in Taormina, Italy (wearing masks, no less, in a nod to classical authenticity) and genuflect on the alter of genuine myth to underscore the tragic and comedic parts of his film. It doesnt matter how well versed you are in the Greeks, youll be able to enjoy what Allen has done with his approach, which is a very refreshing idea for film (bringing it all back home) and also a great surreal scaffold for the situation he presents. Purists be warned. Allen (Now 60 years old, but trying to play his role like hes not a day over 40) and Helena Bonham Carter (29 years old) are happily married when one day Bonham Carters biological clock goes off and she wants to have a baby immediately. Allen hesitates so much at the thought of pregnancy that Bonham Carter, who really cant wait, says, fine, lets adopt, then, which of course hits the raw nerve of Allens masculinity as he defends his genes against the idea of having someone elses child join their family.Allens character in this film is a sportswriter, adding another tough layer to his neverending quiche of a meditation/angstridden search for definitive masculinity. Every scene where Allen suffers some sort of genderrelated torment is set in a male arena: When hes fighting on the phone with Bonham Carter about the decision to adopt, the backdrop is a boxing club with every ring filled with sparring partners. Another scene where he contemplates his situation shows him pacing back and forth on the sidelines watching the New York Giants scrimmage in the Meadowlands.The couple finally decide to adopt a boy, and in one scene in particular I realized just how much Allen is stuck in a zeitgeist rut. In their uptown apartment Allen and Bonham Carter bandy names back and forth for the new little tike as Allen, forever the cultural namedropper, comes up with the monikers of all of his heroes: Django, Groucho, Thelonius. Bonham Carter is oblivious to his suggestions as she coddles the baby and suddenly you realize that Allen should have made this film years ago, because the conversation sounds like something that was written for what would have been the sequel to Annie Hall. Now that hes twenty years removed from the carefree days of dynamic dialogue with Diane Keaton and the spark she brought as Allens main female foil, Bonham Carter seems unsure of herself, treating Allen as obligatorily as a father or uncle rather than her husband. Enter the plot.Bonham Carter is being chased by Peter Weller (48 years old), a seductively sleazy art gallery owner, which sends Allens midlife crisis into an absolute tailspin as he begins wondering if hes really happy with his wife, and as hes looking at his newly adopted son he wonders aloud what the mother of his adopted child is like. Enter Cassandra and...you get the picture.One of the things I realized while watching Mighty Aphrodite is that Allen has spent a good portion of his career in film flagellating himself for not being the American Ingmar Bergman, when all the time he should have been luxuriating in the fact that hes the American Federico Fellini: He has an uncanny sense for seeking out ripe minor actors, ready to be picked, and then letting them find the aspect of the character theyre playing that makes them Characters rather than just parts played by actors. Even though I feel as if Bonham Carter is not given nearly enough room to fully flesh out her character (which is a shame for an actress of her caliber), the film is really about Linda, the real mother of Allen and Bonham Carters adopted child, who turns out to be a ditzy porn star overflowing with spunk and zeal.Linda, played by Mira Sorvino (Quiz Show, Barcelona), Paul Sorvinos daughter, steals the film. Allen has tempted fate and defied the Greek Chorus warnings by seeking out Linda, but since shes in the skin trade he arranges to meet her at her apartment in the guise of being merely a john. When Allens reticence at whambamthankyoumaam sex gets the better of him, he finally shows the age and mindset that he really is and turns into a grandfather before your very eyes.But, Linda is a ditz first and a hooker second in that she understands her victimization but also begins to realize that her situation is only as hopeless as her innate tenacity is boundless. In the most delicate scene in the film, and maybe the most poignant scene Ive seen all year, Sorvino is in her bathtubsized kitchen trying to defend her life to Allen, and as she keeps talking she realizes her own complicity until she finally mentions that she even had a baby once that she gave up for adoption. Allen gives her this scene by not entering the frame for what seems like a full minute. The direction in this scene alone, in Lindas chessily decorated flat complete with clocks of pigs in heat, shows just how gifted Allen is at being able to take an obscure actress, give her a twodimensional role and have her find the heart and soul of the film on her own.Leave it to Woody Allen to deliver a film that is fascinating on many levels and is as beautifully structured as anything youre likely to see all year. I dont believe its Best Picture material, but it does show a very strong return to form for Allen, no matter how unsure he is of reentering the war between the sexes.",False
"Enthusiastically quirky One could technically label Bernie a docudrama, as it is definitely more than meets the eye in terms of bringing facts to the table. The film is intercut with segments featuring the townspeople of Carthage, Texas discussing their relationship with the real Bernie Tiede and how his cheery eccentricities rubbed off on the town. Some of them are clearly actors, one of them being Matthew Mc Conaugheys mother, but many are authentic folk off the street. Linklater very early on breeds variety into a film with so many unique and cute subtleties that after a while, you contemplate what you may have missed. Enthusiastically Tiede is an assistant funeral director in Carthage, and cant be more proud of what he does. Hes the man who fixes up the dead to make them look sometimes better than they did alive. Bernie is notorious for connecting deeply with his customers who have come to him after the death of a loved one, and even manages to stay in contact with many of them long after the funeral, dropping by and even bringing them flowers occasionally. Hes a genial, kind soul and effortlessly brightens everyones day. Almost like that guy on the street, at the office, on the bus, or in the neighborhood you dont know personally, dont know their history, or quite possibly even know their name, but you make the humane nuance to wave or say hello to them frequently. Tiede is an ode to that person in your life.Bernie becomes friends with Marjorie Nugent (Mac Laine), a wealthy old widow, who is meanspirited and, after occupying a certain disdain for him, gives into his cheeriness and they begin hanging out with each other. It isnt long before Bernie grows weary of Mrs. Nugents browbeating comments and shoots her four times in the back. Devastated at what he has done out of pure anger, he manages to conceal the body for months before the district attorney Danny Buck (played extremely well by Mc Conaughey, whose character somewhat resembles Woody Harrelsons coldblooded cop from Rampart), a cowboyhatted, tall, and thin man always dapper, becomes suspicious of Bernie. He believes his nice appearance is just a puton for the heartless deviant he really is.The character of Bernie is played by Jack Black, in a role that is beyond any description I can helpfully provide. His character needs to be seen. Black takes a character, whose story and personality is likely unknown to many people in 2012, and invents this kind, charismatic person in the blink of an eye. Bernie is perhaps the nicest movie character I have been greeted with this year, and even after he kills an old woman, its hard to even have harsh feelings for the sap. What he did was wrong, but it has become apparent that when a film features a coldblooded killer, we are robbed of backstory and reason as to why he is doing this or how he got here. We learn so much about Bernie and his life before the inevitable murder that we almost cant hate the man despite his unforgivable actions.Richard Linklater, who previously worked with Black in the impressive School of Rock, directs this black comedy with a serene bite, providing it with a rich script, and three lovable performances by three fine actors. Its deep south cinematography reminds me of the kind used in the drama Seven Days in Utopia, only more expressively used and healthier for the tone of the picture, not to mention the involving narrative carried throughout the excursion truly compliments the quiet rural nature of its setting. Bernie is one of the most enthusiastically quirky pictures of the year.Starring: Jack Black, Shirley Mac Laine, and Matthew Mc Conaughey. Directed by: Richard Linklater.",True
"Youre My Closest Adviser Greetings again from the darkness. A true tour de force by Forest Whitaker ... the best performance of the year so far! Somehow Mr. Whitaker captures the madness and charm of Ugandan dictator Idi Amin. Amin was one of the first political rock stars. He used the media to his advantage as his regime slaughtered hundreds of thousands of his countrymen.Also impressive is James Mc Avoy (Chronicles of Narnia) who plays the dramatized Nicholas Garrigan, a young doctor who sets out on an adventure to make a difference in a small country and ends up counseling one of the most powerful madmen in history. Scottish documentarian Kevin Macdonald directs the film with only a few lapses in directness, which serve this biopic very well. Watching Amin and the young doctor immerse themselves in the shower of power is both frightening and sickening. Macdonald captures this spirit very well thanks mostly to his willingness to let his two leads do their thing.As Amin laughs and tells Garrigan that You are my closest adviser, I couldnt help but compare to Kathy Bates telling James Caan (in Misery) that Im your number one fan. The evil and insanity is simply chilling. Whitaker is just amazing as he flips the switch from media darling to cold blooded, ruthless murderer ... and then back again. Just a terrific performance and well worth the price of admission  maybe a couple of times! Good for a laugh is the most unique version of Janis Joplins Me and Bobby Mc Gee that you have ever heard ... guaranteed! See this one for a bit of history and the site of a real monster, but also for one of the best film performances ever.",True
"What A Delightful Movie!Now this is the sort of movie Hollywood should be making! All the talent in these older actors and actresses and its being wasted by far too many tasteless, unfunny, crude movies that you either do not want to see, or if you are foolish enough to be roped into attending, you regret with every inch of your soul. In this one, each and every part was cast to perfection. A plot that made sense, fully fleshed out characters you like, and just fun, fun, fun. Tell you, there were more people in the matinée my friends and I went to see than for any movie we can remember seeing in a long time. And all of us left the show smiling. This one is a keeper. Would actually love to see a sequel to this, set a year or so ahead. I can think of several older actors/actresses to be in the film, in addition to these delightful players. Im hoping Hollywood is paying attention. Sometimes they do it right and use the real talent. The Best Oriental Marigold Hotel was one. Quartet was one. I could name a few more, too. And this is one. Looking for a nice break in some of the bleak stuff being offered? Here it is!",False
"El País de los Lobos Sicario describes, with surgical precision, the fatal and bloody desecration of Mexico as a result of its decades long cartel war. And it does so by compressing this almost endless tragedy into a twohour tourdeforce of filmmaking. At its center we find idealistic FBI Agent Kate Macer (Emily Blunt), who is recruited to pursue a Mexican drugbaron. She is being guided by a seemingly untouchable covert assassin named Alejandro (Benicio Del Toro). Their investigation and methods are pushed further into unknown territory where justice and morality are no longer valid. The end not only justifies the means, it requires them.Denis Villeneuves masterful piece exemplifies not only filmmaking of the highest order, but carves out a place alongside the terrible news reports as a deeply regretful, angry and at times almost unbearable look into the abyss of a sociopolitical nightmare that is fueled by first worldhabit and global economics.Through the powerful performances by Blunt, Del Toro and Josh Brolin in the leads as well as the excellent supporting cast, do we get a sense of the human cost (physical and psychological), which the war on drugs has taken.From an exploding prison population, to the destruction of Mexican agriculture, to refugees and a cycle of violence that is beyond barbarity; the pull that Sicario exerts over the viewer is undeniable and by skirting the limits of bearable tension, without ever becoming exploitive, it is never giving an inch concerning its subject matter.Few movies this year will have such a clear and defined structure and unflinching approach towards a situation that appears to be beyond salvation, while showing at the same time, that life nevertheless continues.Taylor Sheridans script doesnt miss a single beat and without sidestepping anything frees itself from beaten movie conventions by using familiar elements in an extremely skillful manner.All these themes, stories and characters are captured through the lens of veteran Roger Deakins (Skyfall, No Country for Old Men) who lets us always know how the micro and macroparticles of any conflict are inextricably intertwined. We share the vistas of beautiful sceneries while having to witness their downfall. Whatever ideals the likes of Emiliano Zapata once had, their country has now, as it is described in the movie, become the land of wolves. Fifteen years ago Steven Soderberghs Traffic which earned numerous Oscars, not the least of which went to Benicio Del Toro, made a clear statement about the various strands the drug trafficking business touches. Now, all those years later we see in Sicario that even the faintest of hopes that Traffic held onto have been eviscerated. What now? One might ask.",True
"Overhyped This review may be coming a little bit late, considering i saw the movie back in November, but i wanted to check one or two things before i write it.I wanted to see whether or not the movie will receive any Academy awards buzz from the the Golden Globes and the various Guild awards.I wanted to wait, because i could not believe the hype surrounding it.I saw it, and i was not that impressed at all.So after some amount of time has passed and the seven Academy nominations have been announced, i thought it was time for a second viewing, in order to try and change my mind about the movie, butno.First of all, i enjoyed Gone Baby Gone and The Town of Afflecks repertoire much more than i did with Argo.I would even recommend Zero Dark Thirty (Bigelows recent take on historical events, that are important to American society)ahead of Argo.That being said, Afflecks basedontruestoryscififlick has its strenghts.The fact that the movie is solid enough and that a thorough enough backgroundcheck on the events depicted in it, are made, admittedly do the movie some justice.Its well and accurately written, but a nomination is as far as it can stretch itself.Never mind the fact that Affleck is still weaker in front of the camera, than he is behind it, this is clearly visible.One might even wonder how he has that experience as an actor and as a director and be so far ahead with the material when at the helm of a movie.So, the era is accurately depicted, even the jokes, sets, clothing, musicall fits the bill, although Led Zeppelins When the Levee Breaks is probably 1012 years earlier, thus not from this period.But im willing to close my eyes on this one, considering the love i have towards Plant&co.On that subject, Aerosmith and Dream On were more accurately chosen, although only for the trailer.The technical part of the movie was almost excellent, i mean there isnt any breakout aspect to put in the running for some awards (although some people obviously think there is), all in all everything was good enough.Maybe only William Goldenberg can get a nod over the others, but hell have stiff competition from his other movie, Zero Dark Thirty and himself.As this is pretty evident by now, he has two nominations in one category for two different movies.So, it will be pretty interesting to see which movie do the critics hold in higher regardthis category will tell.For me, that should be Zero.So, technically good, historically accurate, even a little tense, so whats the matter, you might ask.Very simple.Contrary to popular belief, that has been planted in most peoples minds, there actually was no acting in this movie.Not a single part was properly played by nobody, including you, Mr. Arkin.I cant understand where did this nomination come from, but in my eyes it is totally undeserved.Arkin and Goodman were of course fine, fun to watch, but the parts they played, others have played so long ago and to a better extend.When we start off with Sunset Blvd. and stop at presentday Hank Moody, there are people much more prepared to the challenges of playing a movie guy.Arkin was fine, but for 10 minutes of screen time you just cant receive that kind of reception and you just cant make this big of an impact.It is not normal.Not that they are, those awards and guildmembers.So, if i have to sum it up in a nutshellthe screenplay was good enough, the directing was decent as well, the acting was stiff at best (im looking at you, Ben), the era was pretty impressively(although inaccurately storywise) depicted (still looking at you, Ben), the technical part was topnotch (William Goldberg), but all in all this does not make up for the masterpiece many of you claimed it to be.If i had to recommend it, i would, simply because of its mustsee basedontruestory(although if we have to go there, discussing how accurate it really is, wed be in for a long night) factor.But, as i said earlier, im not that impressed and there is nothing all that much to be impressed with.And Best Picture?No way!!My rate: 6.5/10",False
"Whats wrong with you?Greetings again from the darkness. This one has been on my radar since the Sundance Festival and all the raves about Elizabeth Olsens performance. After attending a screening last evening, I find myself at a loss to adequately describe not just her stunning turn, but also this unusual film from writer/director Sean Durkin.On the surface, this sounds like just another movie peeking inside a creepy cult that brainwashes, and psychologically and physically abuses women, and is led by a charismatic (and creepy) religious style figurehead. There are many similarities to the Mansonfamily story of which much has been published, but Mr. Durkin takes the film in a much different and very creative direction by concentrating on what happens to Martha (Olsen) after she escapes the cult.In the Q&A, Durkin states he did much research and found the most fascinating story to be that of a cult escapee and what she went through during her first three weeks of freedom. Martha sneaks out early one morning and places a panic call to her older sister, whom she hasnt communicated with in two years. Settling in to the lake house with big sis and new brotherinlaw, it becomes quite obvious that Martha doesnt know how to fit in society and has absolutely no interest in discussing her recent past.The sister is played very well by Sarah Paulson, and her husband is Hugh Dancy (so very good in Adam). This seemingly normal yuppie couple is trying to do right by Martha, but the fits of paranoia, outbursts of anger, and societal goofs are just too much for them.The genius of this film is in the story telling. The cinematic toggling between today and moments of time at the cult farm house leads the viewer right into the confused mind of Martha. We dont get much back story but its obvious she was ripe for cult world when she was chosen. We see how Patrick, the quietly charismatic leader, sings her a song and steals her heart ... she wants so much to belong. We also see how she bonds with the other women at the farm house, and ends up in a situation that seems to snap her out just enough so she finds the strength to leave. The editing of scenes between these two worlds in outstanding and serve to keep the viewer glued to the screen.Last year I raved about an independent film called Winters Bone. I chose it as one of the years best and it ended with some industry award recognition. I am not willing to say this film is quite at that level, but I will say that the younger sister of the Olsen twins, Elizabeth, delivers an incredible first feature film performance and Sean Durkin deserves an audience for his first feature film as writer/director. Another bond between the two indies is that John Hawkes plays the cult leader Patrick, and Hawkes was a standout in Winters Bone.There will undoubtedly be some debate about whether this is cutting edge independent filmmaking or just another snooty arthouse mindmesser. All I can say is, I hope the film grabs enough audience for the debate to matter ... it deserves it.",True
"What a wonderful idea!I went to see this movie hoping to get a brake from Hollywood production. And I did. It was amazing, one of the best movies Ive seen on big screen in 2 or 3 years.Plot consists of different stories which all have one thing in common: they are about revenge. Every single story starts rather boring. At the very beginning I was thinking Whats so wild about it? It is just lame and by the end of the intro I was like Holy God! No, they did not just twist it like that! OMG!And it gets better. A true masterpiece. I am from Russia so for me it was rather interesting and surprising that Latin America is so similar to Russia. The views, the behaviour of the people, the insanity  all like at home.You wont regret seeing this movie. Dont take your kid or your grandmother though.",False
"Quentin strikes again.Where does a director go after making two colossal worldwide hits?Reservoir Dogs (1992) and Pulp Fiction (1994) were two of the greatest movies ever made, and they launched director Quentin Tarantino into the realm of Mainstream Hollywood Director. Most of the time, a director faced with this reality will sink into a slew of really bad movies, but so far Tarantino has been either extremely lucky or extremely talented  his third feature film, although lacking in the brutality of its predecessors, contains just as much wit. Based upon the Elmore Leonard novel Rum Punch, its packed with the clever dialogue that Leonard is known for in his writing. Its also got a good amount of style, too. Its not a typical Tarantino movie, but is that necessarily a bad thing? In this particular instance, no.Jackie Brown (Pam Grier) is a flight stewardess forced into running jobs for Ordell (Samuel L. Jackson), a ruthless criminal who has no respect for life  or death, for that matter. However, during one of her smuggling efforts, a couple of FBI Agents (including Michael Keaton) nab her and offer her a deal: If she helps them get Ordell, she will be let free from custody. The Feds do not know who Ordell is, but they know he exists, and that is where Jackie comes in. She reluctantly agrees to participate in their sting operation, but all is not what it seems. And when $500,000 dollars disappears from his retirement fund, Ordell stops, thinks, and arrives upon the conclusion that we all anticipate with glee: Jackie Brown did it.His partner in crime, Louis (the wonderful Robert De Niro), also decides to doublecross Ordell, with the help of a sexy blonde ditz named Melanie (Bridget Fonda), The movies twisting plot line and intersecting story lines is very reminiscent of Pulp Fiction, and De Niros underrated performance is a real standout. The movies quite well made and enjoyable.Dont misinterpret what Im saying. This is no Reservoir Dogs, nor does it want to be. Its not in the same vein as Tarantinos other movies, at least not at a superficial level. However, it is extremely entertaining, helped along by a great cast and a terrific script. The only difference here is that Tarantino did not come up with everything by himself. He adapted the screenplay from another source, something he usually doesnt do. But theres also a littleknown fact that Roger Avary cowrote some of Dogs and Fiction with Tarantino, as well as sparked the idea for some of his films. Here, Quentin adapts Leonards novel and does justice. People who say it isnt as good as his other movies because its recycled obviously dont know what theyre talking about.Tarantino started out as a video store clerk, and is the movie buffs filmmaker. Not only does Tarantino share a deep passion for films, but he also knows what most of the real movie enthusiasts want. He has yet to disappoint me with any of his directorial efforts. His own life story would make an interesting movie, and indeed it did with True Romance, partially based on Tarantinos own selfimage of himself. (A geek working at a comic book store falls in love and goes off of an adventure into a new realm  in Tarantinos own case, it was filmmaking. For Clarence, from True Romance, it was drugs and murder.)Tarantino has a flair for raw energy in all of his films, and Jackie Brown is no exception. The movie is bursting at its edges, packed with wild antics and the occasional fierce brutality. The movie was criticized by Tarantinos diehard fans for being too different from his other films. However, the mistake of many directors is to repeat the same formulas over and over again. One must at least give Tarantino credit for trying new things in each of his films. If anything, the only thing that Tarantino likes to insert into all his films is a large source of energy. And is that a bad thing?4.5/5 stars.",True
"A Passionate Requiem I finally saw it ! As a total devotee of the two previous installments, I avoided seeing the third one, on purpose, people I respect had told me about the disappointment and, quite honestly, I didnt go there. Last night I did and surprise, surprise, it moved me no end. Maybe because I havent seen the other two in four years. Yes at times is more Ken Russell than Francis Ford Coppola and in my book thats not a bad thing. I was, however, a bit taken aback by the healing in Pacinos Michael as far as Keatons Kay is concerned. As it nothing had ever happened, while in Diane Keaton the memory of that pain is always present. Talia Shire is a lot of fun as a sort of Madame Sin. Raf Vallone, superb as the doomed Pope John Paul I and then a bit puzzling casting choices that I think they me code for something. George Hamilton, for instance, takes over from where Rubert Duvall left off. Helmut Berger plays the head of the Vatican Bank. Helmut Berger! Just as curious as to find Troy Donahue in The Godfather Part II  All in all, Im really glad Ive seen it and Im sure Ill see it again.",True
"One Of The Most Memorable Movies Of The 80s You dont hear much about this film anymore, but in its day, this was the mosttalked about movie of the year. It was a favorite topic of conversation about the office water cooler for a number of weeks. At the time, it was a shocker. Nowaways.....who knows? As we become more and more desensitized to violence, sex and profanity, it takes a lot more to shock us.Still, this movie had memorable moments that have stayed with us who first saw it at the theater 20 years ago. Most of those memorable scenes, if not all of them, involve Glenn Closes character, Alex Forrest. Man, this is a woman who would not be denied what she wanted: in this case, married man Michael Douglas.No sense going into all the details. Everyone knows them by now, anyway. Looking back, I think the film was a good lesson for men (or women) thinking about cheating on their spouses and assuming nothing bad will happen as a result. Men may commit more crimes, but that old adage about a woman scorned certainly is demonstrated here in spades! Douglas character, Dan Gallagher, certainly can attest to that, but he is anything but a sympathetic character. Both actors do a superb job in here, but kudos also to the rest of the Gallagher family, played by Anne Archer (wife Beth) and Ellen Hamilton Latzen (daughter Ellen.)Also, the cinematography shouldnt be overlooked. The widescreen DVD certainly brought out how nicely this film was shot and directed. This twohour film keeps your attention all the way. The only thing I would change is the language, toning it down a bit. Otherwise, its a classic thriller and one of the most famous films in the 80s.",True
"A Truly Magical Movie For All Ages, Burtons Finest This is one of Tim Burtons most powerful movies. Though the titlecharacter seems strange he represents the goodness in the world and what can happen when society just doesnt accept difference. The Gothic look of the castle, combined with the glorious colour of suburbia creates a strong contrast and shows things may not be as they seem. Edward comes from the dark and scary castle but is gentle, kind and loving, the place he wants to be accepted into is the colourful suburbia, which is backstabbing, vicious and evil. This story shows the betrayal of a person who desperately wants to help and to love but does not realise he is being used. The only people that seem to understand him are the wonderful Peg Boggs (played brilliantly by Dianne Wiest) and the beautiful Kim (played superbly by Winona Ryder). Tim Burton has created yet another beautiful fairy tale to captivate adults and children alike. Johnny Depp shows his great talent as an actor and Danny Elfmans music for the movie is some of the most beautiful youre ever likely to hear. A great movie for Christmas and all year round, and while it is a classic story it also deals with the prejudices of society, friendship, family and love and I advise anyone who hasnt seen it to see it, it is an experience well worth it and a movie youll never forget.",False
"Well crafted and seriously will strike a chord A novel of this genre is really difficult for film adaptation, its a difficult subject to project on as it has pain from start to end.Life is like that some moments we cherish some moments makes us cry,we laugh we cry,we celebrate we console,we fall in love we break it up and ultimately we end up on a sad note as we die.Thats the hardest truth.Well projected by the film.The subject of the film is not for everyone or every mood.Its not an entertainment grosser its a film about life,true love,jealousy,anger,helplessness,pain and courage.I will not mention individually about the actors performances as they all have equally done brilliant.Though a special mention should definitely go to the actors playing young Kathy,Ruth and Tommy.The music of the film is just awesome,the screenplay couldnt have been more better.I enjoyed the silent scenes too giving my imaginations to think for something. Really a great film.",False
"Worth watching Rather enjoyed this film at the Rome Film Festival last night. The atmosphere of New York by night and the soundtrack itself made it worth the half an hour delay getting in! The main performances are strong, Keira puts in a surprisingly convincing interpretation as the wife who meets her previous love the day her husband is out of town with a female colleague he likes. It discusses the nature of love, betrayal, marriage and sentiment in a thoughtful way, without the usual labelling of people as cheaters and victims. It should encourage us to realise that life and relationships are more complex and that ultimately, nobody really belongs to anyone (however much we might like to think we do). Its a shame these days that we only get to see the lives of the beautiful, very welltodo folk (in their wonderful apartments, sipping on fine wine) on the big screen as if temptation within marriage was a luxury that only the wealthy and obscenely photogenic can afford. Anyway, universal themes are dealt with well and its good fodder for a long conversation afterwards.",True
"I have only one thing to say, AMAZING!!I saw this movie yes today here in Denmark, and i didnt know what to  expect, because i havent heard of the V or read the Comics from  publisher DC comics.  But was i in for a BIG treat, this movie is so superbly acted by all  the actors, especially Natalie Portman performed according to me to an  Oscar nomination next year.  The movie is perfectly put together, so if you havent read the comics  you will be on the edge of you seat the whole movie. Its really that  good folks.  And lastly, the visual effects is fantastic, and the action scenes is  nothing but spectacular.  Watch this movie :).",False
"Best Movie of 2011Saw this at a local film festival with little to no information about the movie whatsoever; little did I know this was going to become my favorite film of the year, and thats saying a lot given that 2011 has been a blast for moviegoers with new products by Woody Allen, Terrence Malick, Lars Von Trier and Clint Eastwood.The movie revolves around an poignant substitute teacher (perfectly played by Adrien Brody) who arrives at a vicious school, where students go around bullying people (including the teachers) and basically throwing their lives directly to the dumpsteryou know, teenage angst and suchI didnt grow up in the USA, so two important things I must say, a) I dont know if this is an accurate depiction of any given school in America and b) I cant relate with the overall chronicle, which brings me to my next point.The beauty of this movie comes within the subtext, whether you can directly relate with the characters or not, the movie takes the message and widens its range so everyone is able to understand the actual meaning of the film. Lets clear things out, this film is not about a school or the basis of education, this is about trying our best not to give a damn about others as most of us just go around doing everything in our power to be happy ourselves with a lousy job, a loveless marriage, a constant sense of abandonment or basically a crappy life (all of the above portrayed marvelously in the film).Films by Tony Kaye tend to be really visceral with a thin slice of optimism in the undertones, I think this time he just went mental about everything, in the end youll leave the theater with a slight sense of hopelessness, almost as if youre destined to watch daily misery without the power to control anything but your own life, as if the only battle you must fight is the constant reminder that even when everything falls apart and slowly turns into dust, you cant change the world, you just have to avoid the world from changing youThis exposed stunningly in the final sequence of the movie.Do yourself a favor, watch this film!",False
"Wonderful Movie about Love, Genius and Great Jazz Guitar Playing As Woody Allen said of Sean Penn after working with him on this film (Seans) a tremendous actor. And he displays his tremendous talent in playing the role of Emmett Ray, jazz guitarist, a genius at his craft, rather a disastrous dope in all other aspects of his life.Then theres Samantha Morton who is brilliant in her portrayal of sweet, adorable Hattie, a cute mute young woman whose simple needs and wants, along with her lack of narcissism and inability to spew out mind numbing volumes of bulls+t banter obscure her deep strength and savvy intelligence. Those that value pure, sweet, unassuming kindness will find her irresistibly lovable.Emmett only really knows one thing, how to play guitar like no one else in the world, with the exception of the one person he idolizes to the point of hysteria: Django Reinhardt. Hes obliviously inept at just about everything else in his life, especially his feelings, to the point where he doesnt know real, rare, wonderful love when its right next to him. Sean is able to make Emmett so very likable, even in his worst of behavior. He excels at what he does best, bringing real human depth and qualities to his craft that exceptionally few actors are or have been capable of doing.This film is much like the character of Hattie, deceptive in its initial appearance and of a substantially better quality than you may first think. It seems like a light, cute little story largely due to its entertaining presentation and lack of dramatic pretense but there is significant texture and reality to this work of art. Emmett is perhaps the greatest guitar player in America and has so many of the essential ingredients for huge success: drive, ambition, presentation, wardrobe, personality, yet he tends to sabotage himself frequently and never gets the lucky break needed to put him at the top. True he could probably do rather well if he didnt p+ss away such volumes of cash but he never gets the type of success that the best supposedly deserve and is so wrought with money it wont disappear in the most extravagant lifestyles.Emmett also makes the tragically universal mistake of believing bullsh+t, both his and societys. He thinks the money and possessions and trophy girlfriends are what happiness are all about. His one saving grace is his love and respect for his craft but can this alone keep him from making a disaster of his life? He discovers all too painfully that the beautiful woman with the sophisticated, witty repartee, whom all the other men drool over, has an extremely high price tag of impenetrable, cold blooded narcissism. And though Emmett acts for the most part like a shallow dope, trying to hide and deny that besides being a genius he is a painfully sensitive man in desperate need of sweet, nurturing love, he still makes way too many foolhardy decisions. He is blind to the fact that the women who use sweetness merely as a tool of manipulation are the last thing he, or anyone else with a shred of decency, need or deserve.This is a great film and story and you can also enjoy a very pretty picture of life in the 1940s while you watch it.Apparently there was an obscure jazz guitarist named Emmett Ray but even if there wasnt, this is not really a fictionalized account. Certainly not in the sense of capturing the essence of character, love and genius. As he has done so marvelously before and since, Woody Allen masterfully captures an immensely watchable slice of life that most of us will only have an opportunity to witness with this fine offering. For the film itself as well as the two stellar leads this is will go into my relatively short list of wonderful, favorite films.",False
